                  Time        error x        error y        error z       error 3d
 54467.567476851851097          0.222         -0.249          0.246          0.415
 54467.567592592589790          0.231         -0.255          0.238          0.419
 54467.567708333335759          0.240         -0.269          0.234          0.430
 54467.567824074074451          0.255         -0.272          0.210          0.428
 54467.567939814813144          0.260         -0.281          0.201          0.433
 54467.568055555551837          0.255         -0.288          0.204          0.436
 54467.568171296297805          0.244         -0.265          0.182          0.404
 54467.568287037036498          0.245         -0.275          0.173          0.406
 54467.568402777775191          0.239         -0.271          0.152          0.392
 54467.568518518521159          0.222         -0.254          0.129          0.362
 54467.568634259259852          0.210         -0.246          0.113          0.343
 54467.568749999998545          0.199         -0.226          0.095          0.316
 54467.568865740737238          0.175         -0.199          0.067          0.273
 54467.568981481483206          0.154         -0.175          0.057          0.240
 54467.569097222221899          0.133         -0.148          0.041          0.203
 54467.569212962960592          0.107         -0.114          0.015          0.157
 54467.569328703706560          0.079         -0.087          0.011          0.118
 54467.569444444445253          0.052         -0.053          0.001          0.074
 54467.569560185183946          0.029         -0.027         -0.003          0.040
 54467.569675925922638          0.000          0.000          0.000          0.000
 54467.569791666668607         -0.034          0.072         -0.001          0.080
 54467.569907407407300         -0.062          0.128          0.013          0.143
 54467.570023148145992         -0.086          0.185          0.023          0.206
 54467.570138888891961         -0.109          0.243          0.051          0.271
 54467.570254629630654         -0.131          0.288          0.066          0.323
 54467.570370370369346         -0.152          0.343          0.074          0.383
 54467.570486111108039         -0.159          0.377          0.116          0.425
 54467.570601851854008         -0.172          0.413          0.147          0.471
 54467.570717592592700         -0.176          0.437          0.177          0.503
 54467.570833333331393         -0.183          0.465          0.182          0.532
 54467.570949074077362         -0.189          0.489          0.194          0.559
 54467.571064814816054         -0.188          0.494          0.216          0.571
 54467.571180555554747         -0.188          0.507          0.233          0.589
 54467.571296296293440         -0.184          0.517          0.244          0.601
 54467.571412037039408         -0.178          0.512          0.258          0.600
 54467.571527777778101         -0.175          0.497          0.260          0.588
 54467.571643518516794         -0.160          0.474          0.270          0.568
 54467.571759259255487         -0.150          0.455          0.276          0.553
 54467.571875000001455         -0.148          0.439          0.266          0.534
 54467.571990740740148         -0.143          0.422          0.246          0.509
 54467.572106481478841         -0.131          0.386          0.239          0.472
 54467.572222222224809         -0.109          0.342          0.238          0.431
 54467.572337962963502         -0.096          0.302          0.221          0.387
 54467.572453703702195         -0.074          0.258          0.229          0.353
 54467.572569444440887         -0.068          0.221          0.171          0.287
 54467.572685185186856         -0.057          0.190          0.135          0.240
 54467.572800925925549         -0.040          0.138          0.110          0.181
 54467.572916666664241         -0.024          0.081          0.085          0.120
 54467.573032407410210         -0.009          0.043          0.042          0.061
 54467.573148148148903          0.000          0.000          0.000          0.000
 54467.573263888887595          0.019         -0.055          0.049          0.076
 54467.573379629626288          0.028         -0.096          0.090          0.135
 54467.573495370372257          0.045         -0.132          0.122          0.185
 54467.573611111110949          0.063         -0.167          0.151          0.234
 54467.573726851849642          0.075         -0.191          0.178          0.271
 54467.573842592595611          0.083         -0.220          0.211          0.316
 54467.573958333334303          0.089         -0.239          0.230          0.344
 54467.574074074072996          0.095         -0.261          0.254          0.376
 54467.574189814811689          0.095         -0.272          0.268          0.393
 54467.574305555557657          0.101         -0.268          0.287          0.406
 54467.574421296296350          0.099         -0.272          0.309          0.423
 54467.574537037035043          0.104         -0.263          0.323          0.429
 54467.574652777781012          0.103         -0.254          0.333          0.431
 54467.574768518519704          0.103         -0.247          0.341          0.434
 54467.574884259258397          0.101         -0.232          0.351          0.433
 54467.574999999997090          0.102         -0.214          0.357          0.429
 54467.575115740743058          0.117         -0.204          0.375          0.443
 54467.575231481481751          0.108         -0.185          0.372          0.429
 54467.575347222220444          0.104         -0.167          0.360          0.411
 54467.575462962959136          0.106         -0.148          0.350          0.394
 54467.575578703705105          0.102         -0.132          0.332          0.371
 54467.575694444443798          0.100         -0.122          0.315          0.352
 54467.575810185182490          0.114         -0.119          0.305          0.347
 54467.575925925928459          0.096         -0.104          0.271          0.305
 54467.576041666667152          0.074         -0.079          0.226          0.250
 54467.576157407405844          0.053         -0.045          0.179          0.192
 54467.576273148144537          0.047         -0.036          0.137          0.149
 54467.576388888890506          0.030         -0.015          0.097          0.103
 54467.576504629629198          0.014         -0.021          0.058          0.063
 54467.576620370367891          0.000          0.000          0.000          0.000
 54467.576736111113860          0.047         -0.034         -0.043          0.072
 54467.576851851852552          0.090         -0.076         -0.094          0.151
 54467.576967592591245          0.132         -0.129         -0.151          0.239
 54467.577083333329938          0.184         -0.197         -0.198          0.335
 54467.577199074075907          0.232         -0.260         -0.242          0.424
 54467.577314814814599          0.262         -0.296         -0.299          0.495
 54467.577430555553292          0.303         -0.332         -0.353          0.571
 54467.577546296299261          0.336         -0.361         -0.404          0.638
 54467.577662037037953          0.371         -0.401         -0.440          0.702
 54467.577777777776646          0.387         -0.425         -0.490          0.755
 54467.577893518515339          0.407         -0.458         -0.524          0.806
 54467.578009259261307          0.419         -0.482         -0.551          0.844
 54467.578125000000000          0.424         -0.471         -0.591          0.866
 54467.578240740738693          0.428         -0.486         -0.616          0.894
 54467.578356481484661          0.418         -0.463         -0.633          0.889
 54467.578472222223354          0.411         -0.458         -0.637          0.885
 54467.578587962962047          0.386         -0.443         -0.643          0.871
 54467.578703703700739          0.373         -0.433         -0.631          0.852
 54467.578819444446708          0.353         -0.397         -0.612          0.810
 54467.578935185185401          0.323         -0.371         -0.592          0.769
 54467.579050925924093          0.295         -0.340         -0.561          0.719
 54467.579166666670062          0.272         -0.299         -0.515          0.655
 54467.579282407408755          0.241         -0.263         -0.464          0.586
 54467.579398148147448          0.207         -0.230         -0.414          0.517
 54467.579513888886140          0.174         -0.183         -0.356          0.437
 54467.579629629632109          0.135         -0.140         -0.285          0.345
 54467.579745370370802          0.098         -0.108         -0.222          0.265
 54467.579861111109494          0.071         -0.071         -0.150          0.181
 54467.579976851848187          0.036         -0.038         -0.081          0.097
 54467.580092592594156          0.000          0.000          0.000          0.000
 54467.580208333332848         -0.018          0.017          0.028          0.037
 54467.580324074071541         -0.041          0.023          0.049          0.068
 54467.580439814817510         -0.072          0.036          0.080          0.114
 54467.580555555556202         -0.079          0.049          0.101          0.137
 54467.580671296294895         -0.098          0.055          0.131          0.173
 54467.580787037033588         -0.111          0.051          0.146          0.190
 54467.580902777779556         -0.117          0.054          0.168          0.212
 54467.581018518518249         -0.124          0.054          0.188          0.232
 54467.581134259256942         -0.124          0.036          0.195          0.233
 54467.581250000002910         -0.121          0.031          0.205          0.240
 54467.581365740741603         -0.145          0.035          0.217          0.264
 54467.581481481480296         -0.135          0.022          0.216          0.255
 54467.581597222218988         -0.131          0.007          0.215          0.251
 54467.581712962964957         -0.139          0.000          0.219          0.259
 54467.581828703703650         -0.128         -0.022          0.212          0.249
 54467.581944444442343         -0.123         -0.021          0.207          0.241
 54467.582060185188311         -0.113         -0.022          0.198          0.229
 54467.582175925927004         -0.096         -0.026          0.191          0.216
 54467.582291666665697         -0.100         -0.038          0.179          0.208
 54467.582407407404389         -0.067         -0.049          0.159          0.179
 54467.582523148150358         -0.052         -0.056          0.147          0.166
 54467.582638888889051         -0.079         -0.042          0.141          0.167
 54467.582754629627743         -0.071         -0.037          0.123          0.147
 54467.582870370373712         -0.049         -0.042          0.111          0.129
 54467.582986111112405         -0.040         -0.041          0.089          0.106
 54467.583101851851097         -0.020         -0.045          0.065          0.082
 54467.583217592589790         -0.001         -0.052          0.038          0.064
 54467.583333333335759          0.006         -0.035          0.027          0.044
 54467.583449074074451         -0.021          0.000          0.020          0.029
 54467.583564814813144          0.000          0.000          0.000          0.000
 54467.583680555551837          0.027         -0.018         -0.068          0.075
 54467.583796296297805          0.041         -0.032         -0.123          0.133
 54467.583912037036498          0.060         -0.045         -0.182          0.197
 54467.584027777775191          0.008         -0.011         -0.217          0.218
 54467.584143518521159          0.018         -0.019         -0.268          0.269
 54467.584259259259852          0.028         -0.027         -0.323          0.325
 54467.584374999998545          0.035         -0.027         -0.360          0.363
 54467.584490740737238          0.040         -0.018         -0.393          0.396
 54467.584606481483206          0.038         -0.019         -0.428          0.430
 54467.584722222221899         -0.002         -0.005         -0.455          0.455
 54467.584837962960592          0.006         -0.009         -0.488          0.488
 54467.584953703706560          0.010          0.001         -0.499          0.499
 54467.585069444445253          0.010         -0.009         -0.517          0.517
 54467.585185185183946          0.039         -0.030         -0.536          0.538
 54467.585300925922638         -0.003          0.001         -0.526          0.526
 54467.585416666668607         -0.014          0.003         -0.529          0.529
 54467.585532407407300         -0.012          0.012         -0.519          0.520
 54467.585648148145992         -0.015          0.011         -0.503          0.503
 54467.585763888891961         -0.012          0.007         -0.482          0.482
 54467.585879629630654         -0.016          0.008         -0.464          0.464
 54467.585995370369346         -0.017          0.006         -0.437          0.437
 54467.586111111108039         -0.041          0.025         -0.395          0.398
 54467.586226851854008         -0.032          0.019         -0.351          0.353
 54467.586342592592700         -0.032          0.020         -0.317          0.319
 54467.586458333331393         -0.023          0.016         -0.273          0.274
 54467.586574074077362         -0.020          0.010         -0.231          0.232
 54467.586689814816054         -0.018          0.007         -0.188          0.189
 54467.586805555554747         -0.025          0.018         -0.114          0.118
 54467.586921296293440         -0.009          0.010         -0.078          0.080
 54467.587037037039408          0.000          0.000          0.000          0.000
 54467.587152777778101         -0.029          0.047          0.042          0.069
 54467.587268518516794         -0.057          0.095          0.079          0.136
 54467.587384259255487         -0.095          0.150          0.133          0.222
 54467.587500000001455         -0.091          0.155          0.154          0.236
 54467.587615740740148         -0.108          0.180          0.180          0.276
 54467.587731481478841         -0.121          0.206          0.208          0.317
 54467.587847222224809         -0.127          0.234          0.257          0.370
 54467.587962962963502         -0.132          0.256          0.295          0.412
 54467.588078703702195         -0.131          0.273          0.325          0.444
 54467.588194444440887         -0.130          0.287          0.340          0.464
 54467.588310185186856         -0.122          0.305          0.389          0.509
 54467.588425925925549         -0.123          0.295          0.367          0.486
 54467.588541666664241         -0.123          0.295          0.365          0.485
 54467.588657407410210         -0.118          0.287          0.347          0.466
 54467.588773148148903         -0.110          0.287          0.360          0.473
 54467.588888888887595         -0.105          0.282          0.351          0.463
 54467.589004629626288         -0.098          0.279          0.320          0.435
 54467.589120370372257         -0.090          0.270          0.332          0.437
 54467.589236111110949         -0.080          0.256          0.320          0.417
 54467.589351851849642         -0.071          0.239          0.299          0.389
 54467.589467592595611         -0.061          0.219          0.271          0.354
 54467.589583333334303         -0.056          0.204          0.258          0.334
 54467.589699074072996         -0.052          0.183          0.214          0.286
 54467.589814814811689         -0.049          0.163          0.195          0.259
 54467.589930555557657         -0.037          0.131          0.172          0.219
 54467.590046296296350         -0.029          0.104          0.139          0.176
 54467.590162037035043         -0.024          0.070          0.098          0.123
 54467.590277777781012         -0.018          0.046          0.071          0.087
 54467.590393518519704         -0.009          0.018          0.040          0.045
 54467.590509259258397          0.000          0.000          0.000          0.000
 54467.590624999997090          0.001         -0.020          0.018          0.027
 54467.590740740743058          0.013         -0.027          0.041          0.051
 54467.590856481481751          0.015         -0.031          0.037          0.050
 54467.590972222220444          0.025         -0.049          0.057          0.079
 54467.591087962959136          0.034         -0.066          0.070          0.102
 54467.591203703705105          0.045         -0.079          0.041          0.099
 54467.591319444443798          0.040         -0.081          0.078          0.119
 54467.591435185182490          0.048         -0.094          0.052          0.118
 54467.591550925928459          0.058         -0.103          0.010          0.119
 54467.591666666667152          0.053         -0.112          0.087          0.151
 54467.591782407405844          0.051         -0.112          0.158          0.201
 54467.591898148144537          0.057         -0.121          0.134          0.189
 54467.592013888890506          0.060         -0.132          0.116          0.186
 54467.592129629629198          0.060         -0.136          0.092          0.174
 54467.592245370367891          0.059         -0.135          0.123          0.192
 54467.592361111113860          0.062         -0.140          0.109          0.188
 54467.592476851852552          0.063         -0.141          0.072          0.171
 54467.592592592591245          0.058         -0.137          0.076          0.168
 54467.592708333329938          0.053         -0.131          0.095          0.170
 54467.592824074075907          0.052         -0.128          0.097          0.169
 54467.592939814814599          0.047         -0.120          0.097          0.161
 54467.593055555553292          0.042         -0.111          0.072          0.139
 54467.593171296299261          0.040         -0.101          0.028          0.112
 54467.593287037037953          0.034         -0.089          0.049          0.107
 54467.593402777776646          0.026         -0.077          0.047          0.094
 54467.593518518515339          0.021         -0.067          0.044          0.082
 54467.593634259261307          0.014         -0.060          0.057          0.084
 54467.593750000000000          0.011         -0.032          0.024          0.041
 54467.593865740738693          0.003         -0.012         -0.003          0.013
 54467.593981481484661          0.000          0.000          0.000          0.000
 54467.594097222223354         -0.008          0.006          0.011          0.014
 54467.594212962962047         -0.007          0.012          0.004          0.015
 54467.594328703700739         -0.004          0.022          0.011          0.025
 54467.594444444446708         -0.029          0.024          0.014          0.040
 54467.594560185185401         -0.031          0.033          0.032          0.055
 54467.594675925924093         -0.035          0.036          0.016          0.053
 54467.594791666670062         -0.042          0.043          0.009          0.061
 54467.594907407408755         -0.039          0.043          0.052          0.078
 54467.595023148147448         -0.063          0.052          0.024          0.085
 54467.595138888886140         -0.059          0.065         -0.003          0.088
 54467.595254629632109         -0.066          0.072          0.003          0.098
 54467.595370370370802         -0.069          0.081         -0.036          0.112
 54467.595486111109494         -0.074          0.088         -0.023          0.117
 54467.595601851848187         -0.083          0.095         -0.020          0.128
 54467.595717592594156         -0.082          0.091         -0.010          0.123
 54467.595833333332848         -0.080          0.113         -0.030          0.142
 54467.595949074071541         -0.071          0.126         -0.046          0.151
 54467.596064814817510         -0.065          0.120         -0.035          0.141
 54467.596180555556202         -0.072          0.130         -0.019          0.150
 54467.596296296294895         -0.070          0.130         -0.032          0.151
 54467.596412037033588         -0.065          0.125         -0.035          0.145
 54467.596527777779556         -0.052          0.124         -0.010          0.135
 54467.596643518518249         -0.049          0.123          0.011          0.133
 54467.596759259256942         -0.041          0.116          0.006          0.123
 54467.596875000002910         -0.030          0.094          0.003          0.098
 54467.596990740741603         -0.017          0.081         -0.001          0.083
 54467.597106481480296         -0.010          0.063          0.005          0.064
 54467.597222222218988         -0.011          0.052          0.008          0.054
 54467.597337962964957         -0.004          0.017          0.022          0.028
 54467.597453703703650          0.000          0.000          0.000          0.000
 54467.597569444442343          0.028         -0.040          0.021          0.053
 54467.597685185188311          0.056         -0.090          0.039          0.113
 54467.597800925927004          0.081         -0.123          0.041          0.153
 54467.597916666665697          0.110         -0.180          0.059          0.219
 54467.598032407404389          0.135         -0.225          0.056          0.268
 54467.598148148150358          0.159         -0.267          0.057          0.316
 54467.598263888889051          0.174         -0.307          0.075          0.360
 54467.598379629627743          0.189         -0.347          0.086          0.404
 54467.598495370373712          0.207         -0.385          0.077          0.444
 54467.598611111112405          0.218         -0.421          0.083          0.481
 54467.598726851851097          0.228         -0.444          0.081          0.506
 54467.598842592589790          0.235         -0.467          0.073          0.527
 54467.598958333335759          0.238         -0.504          0.064          0.561
 54467.599074074074451          0.243         -0.526          0.065          0.583
 54467.599189814813144          0.243         -0.538          0.052          0.592
 54467.599305555551837          0.233         -0.522          0.040          0.573
 54467.599421296297805          0.228         -0.531          0.030          0.579
 54467.599537037036498          0.221         -0.531          0.031          0.576
 54467.599652777775191          0.209         -0.511          0.010          0.552
 54467.599768518521159          0.195         -0.479         -0.016          0.517
 54467.599884259259852          0.187         -0.438         -0.028          0.477
 54467.599999999998545          0.162         -0.422         -0.022          0.452
 54467.600115740737238          0.135         -0.396         -0.024          0.419
 54467.600231481483206          0.114         -0.363         -0.022          0.381
 54467.600347222221899          0.104         -0.293         -0.034          0.313
 54467.600462962960592          0.085         -0.232         -0.036          0.250
 54467.600578703706560          0.068         -0.189         -0.025          0.202
 54467.600694444445253          0.043         -0.129         -0.021          0.137
 54467.600810185183946          0.019         -0.051         -0.023          0.059
 54467.600925925922638          0.000          0.000          0.000          0.000
 54467.601041666668607         -0.031          0.016         -0.013          0.037
 54467.601157407407300         -0.064          0.083         -0.042          0.113
 54467.601273148145992         -0.084          0.101         -0.049          0.140
 54467.601388888891961         -0.113          0.162         -0.083          0.214
 54467.601504629630654         -0.133          0.191         -0.096          0.252
 54467.601620370369346         -0.153          0.232         -0.108          0.298
 54467.601736111108039         -0.164          0.250         -0.108          0.318
 54467.601851851854008         -0.178          0.270         -0.107          0.341
 54467.601967592592700         -0.191          0.304         -0.122          0.380
 54467.602083333331393         -0.186          0.320         -0.126          0.391
 54467.602199074077362         -0.192          0.344         -0.138          0.417
 54467.602314814816054         -0.184          0.349         -0.126          0.414
 54467.602430555554747         -0.185          0.359         -0.132          0.425
 54467.602546296293440         -0.179          0.363         -0.129          0.425
 54467.602662037039408         -0.167          0.354         -0.124          0.411
 54467.602777777778101         -0.167          0.371         -0.128          0.427
 54467.602893518516794         -0.161          0.369         -0.115          0.419
 54467.603009259255487         -0.152          0.370         -0.113          0.416
 54467.603125000001455         -0.137          0.352         -0.112          0.394
 54467.603240740740148         -0.123          0.330         -0.098          0.366
 54467.603356481478841         -0.112          0.319         -0.091          0.350
 54467.603472222224809         -0.104          0.300         -0.083          0.328
 54467.603587962963502         -0.090          0.274         -0.066          0.295
 54467.603703703702195         -0.077          0.243         -0.056          0.261
 54467.603819444440887         -0.067          0.210         -0.044          0.224
 54467.603935185186856         -0.048          0.173         -0.036          0.183
 54467.604050925925549         -0.030          0.126         -0.019          0.131
 54467.604166666664241         -0.025          0.091         -0.015          0.096
 54467.604282407410210         -0.014          0.041         -0.002          0.044
 54467.604398148148903          0.000          0.000          0.000          0.000
 54467.604513888887595          0.017         -0.037         -0.010          0.042
 54467.604629629626288          0.036         -0.081         -0.020          0.091
 54467.604745370372257          0.048         -0.117         -0.040          0.132
 54467.604861111110949          0.060         -0.148         -0.057          0.169
 54467.604976851849642          0.069         -0.178         -0.072          0.205
 54467.605092592595611          0.084         -0.210         -0.100          0.247
 54467.605208333334303          0.092         -0.248         -0.116          0.289
 54467.605324074072996          0.102         -0.278         -0.134          0.325
 54467.605439814811689          0.107         -0.288         -0.158          0.345
 54467.605555555557657          0.113         -0.323         -0.187          0.390
 54467.605671296296350          0.130         -0.368         -0.198          0.438
 54467.605787037035043          0.124         -0.358         -0.231          0.444
 54467.605902777781012          0.114         -0.349         -0.258          0.448
 54467.606018518519704          0.109         -0.348         -0.271          0.455
 54467.606134259258397          0.091         -0.326         -0.296          0.450
 54467.606249999997090          0.096         -0.327         -0.300          0.454
 54467.606365740743058          0.093         -0.330         -0.300          0.455
 54467.606481481481751          0.085         -0.307         -0.305          0.441
 54467.606597222220444          0.069         -0.277         -0.307          0.419
 54467.606712962959136          0.057         -0.243         -0.308          0.397
 54467.606828703705105          0.044         -0.221         -0.300          0.375
 54467.606944444443798          0.040         -0.204         -0.276          0.345
 54467.607060185182490          0.028         -0.178         -0.257          0.314
 54467.607175925928459          0.022         -0.151         -0.233          0.279
 54467.607291666667152          0.015         -0.127         -0.205          0.241
 54467.607407407405844          0.005         -0.101         -0.170          0.198
 54467.607523148144537          0.001         -0.070         -0.129          0.147
 54467.607638888890506         -0.000         -0.049         -0.090          0.102
 54467.607754629629198          0.002         -0.023         -0.046          0.051
 54467.607870370367891          0.000          0.000          0.000          0.000
 54467.607986111113860         -0.028          0.038          0.016          0.050
 54467.608101851852552         -0.049          0.069          0.039          0.093
 54467.608217592591245         -0.071          0.108          0.058          0.142
 54467.608333333329938         -0.086          0.145          0.073          0.184
 54467.608449074075907         -0.099          0.159          0.090          0.208
 54467.608564814814599         -0.116          0.178          0.104          0.237
 54467.608680555553292         -0.133          0.207          0.126          0.276
 54467.608796296299261         -0.144          0.221          0.140          0.299
 54467.608912037037953         -0.157          0.230          0.157          0.320
 54467.609027777776646         -0.159          0.222          0.162          0.318
 54467.609143518515339         -0.163          0.225          0.168          0.325
 54467.609259259261307         -0.163          0.212          0.170          0.317
 54467.609375000000000         -0.166          0.208          0.177          0.320
 54467.609490740738693         -0.159          0.188          0.176          0.303
 54467.609606481484661         -0.163          0.179          0.174          0.298
 54467.609722222223354         -0.159          0.172          0.162          0.285
 54467.609837962962047         -0.155          0.157          0.151          0.267
 54467.609953703700739         -0.143          0.130          0.141          0.239
 54467.610069444446708         -0.137          0.123          0.126          0.224
 54467.610185185185401         -0.126          0.107          0.113          0.201
 54467.610300925924093         -0.112          0.108          0.098          0.184
 54467.610416666670062         -0.107          0.082          0.080          0.157
 54467.610532407408755         -0.086          0.058          0.064          0.122
 54467.610648148147448         -0.080          0.049          0.051          0.107
 54467.610763888886140         -0.069          0.047          0.042          0.093
 54467.610879629632109         -0.056          0.026          0.029          0.068
 54467.610995370370802         -0.042          0.021          0.020          0.052
 54467.611111111109494         -0.031          0.013          0.014          0.036
 54467.611226851848187         -0.012          0.008          0.008          0.016
 54467.611342592594156          0.000          0.000          0.000          0.000
 54467.611458333332848         -0.004          0.044          0.043          0.061
 54467.611574074071541         -0.012          0.101          0.079          0.129
 54467.611689814817510         -0.011          0.158          0.118          0.198
 54467.611805555556202         -0.001          0.191          0.161          0.250
 54467.611921296294895          0.005          0.252          0.212          0.329
 54467.612037037033588          0.024          0.275          0.249          0.372
 54467.612152777779556          0.020          0.323          0.287          0.432
 54467.612268518518249          0.026          0.368          0.327          0.493
 54467.612384259256942          0.039          0.383          0.370          0.534
 54467.612500000002910          0.057          0.419          0.397          0.580
 54467.612615740741603          0.073          0.442          0.433          0.623
 54467.612731481480296          0.085          0.443          0.449          0.636
 54467.612847222218988          0.103          0.464          0.474          0.672
 54467.612962962964957          0.121          0.466          0.482          0.681
 54467.613078703703650          0.131          0.464          0.489          0.687
 54467.613194444442343          0.134          0.454          0.493          0.683
 54467.613310185188311          0.146          0.428          0.483          0.662
 54467.613425925927004          0.149          0.412          0.474          0.645
 54467.613541666665697          0.141          0.401          0.463          0.629
 54467.613657407404389          0.133          0.391          0.455          0.615
 54467.613773148150358          0.138          0.339          0.419          0.556
 54467.613888888889051          0.125          0.311          0.387          0.512
 54467.614004629627743          0.116          0.271          0.340          0.450
 54467.614120370373712          0.105          0.234          0.298          0.393
 54467.614236111112405          0.090          0.194          0.264          0.340
 54467.614351851851097          0.078          0.146          0.215          0.272
 54467.614467592589790          0.060          0.102          0.163          0.201
 54467.614583333335759          0.039          0.073          0.112          0.140
 54467.614699074074451          0.024          0.030          0.054          0.066
 54467.614814814813144          0.000          0.000          0.000          0.000
 54467.614930555551837          0.002         -0.062         -0.003          0.062
 54467.615046296297805          0.005         -0.121         -0.012          0.122
 54467.615162037036498          0.003         -0.160         -0.016          0.161
 54467.615277777775191          0.002         -0.199         -0.013          0.199
 54467.615393518521159          0.004         -0.240         -0.023          0.241
 54467.615509259259852          0.002         -0.282         -0.026          0.283
 54467.615624999998545         -0.007         -0.306         -0.020          0.307
 54467.615740740737238         -0.016         -0.338         -0.026          0.339
 54467.615856481483206         -0.019         -0.365         -0.034          0.367
 54467.615972222221899         -0.021         -0.380         -0.022          0.381
 54467.616087962960592         -0.007         -0.402         -0.015          0.402
 54467.616203703706560         -0.017         -0.412         -0.019          0.413
 54467.616319444445253         -0.038         -0.414         -0.018          0.416
 54467.616435185183946         -0.048         -0.411         -0.014          0.414
 54467.616550925922638         -0.055         -0.410         -0.013          0.414
 54467.616666666668607         -0.054         -0.415         -0.016          0.419
 54467.616782407407300         -0.057         -0.405         -0.013          0.409
 54467.616898148145992         -0.063         -0.398         -0.014          0.404
 54467.617013888891961         -0.061         -0.378         -0.008          0.383
 54467.617129629630654         -0.063         -0.355         -0.005          0.361
 54467.617245370369346         -0.058         -0.343         -0.009          0.348
 54467.617361111108039         -0.057         -0.314         -0.002          0.319
 54467.617476851854008         -0.060         -0.272          0.010          0.278
 54467.617592592592700         -0.051         -0.247          0.008          0.253
 54467.617708333331393         -0.042         -0.219         -0.002          0.223
 54467.617824074077362         -0.034         -0.185         -0.014          0.189
 54467.617939814816054         -0.026         -0.137         -0.005          0.140
 54467.618055555554747         -0.015         -0.097         -0.003          0.098
 54467.618171296293440         -0.005         -0.047         -0.003          0.047
 54467.618287037039408          0.000          0.000          0.000          0.000
 54467.618402777778101          0.021          0.022         -0.001          0.030
 54467.618518518516794          0.037          0.045         -0.011          0.059
 54467.618634259255487          0.054          0.070         -0.001          0.088
 54467.618750000001455          0.075          0.096         -0.003          0.122
 54467.618865740740148          0.091          0.118          0.010          0.150
 54467.618981481478841          0.111          0.140          0.014          0.179
 54467.619097222224809          0.128          0.172          0.011          0.215
 54467.619212962963502          0.142          0.202          0.017          0.247
 54467.619328703702195          0.159          0.219          0.025          0.272
 54467.619444444440887          0.178          0.236          0.033          0.298
 54467.619560185186856          0.192          0.258          0.037          0.324
 54467.619675925925549          0.202          0.276          0.053          0.346
 54467.619791666664241          0.207          0.288          0.068          0.361
 54467.619907407410210          0.213          0.301          0.080          0.377
 54467.620023148148903          0.227          0.299          0.079          0.383
 54467.620138888887595          0.226          0.300          0.092          0.387
 54467.620254629626288          0.222          0.301          0.095          0.386
 54467.620370370372257          0.199          0.315          0.100          0.386
 54467.620486111110949          0.217          0.285          0.110          0.375
 54467.620601851849642          0.209          0.274          0.123          0.366
 54467.620717592595611          0.195          0.260          0.119          0.346
 54467.620833333334303          0.183          0.244          0.120          0.328
 54467.620949074072996          0.168          0.218          0.114          0.298
 54467.621064814811689          0.151          0.193          0.104          0.266
 54467.621180555557657          0.128          0.168          0.103          0.235
 54467.621296296296350          0.102          0.140          0.102          0.201
 54467.621412037035043          0.082          0.108          0.081          0.158
 54467.621527777781012          0.055          0.073          0.063          0.111
 54467.621643518519704          0.025          0.039          0.049          0.067
 54467.621759259258397          0.000          0.000          0.000          0.000
 54467.621874999997090         -0.012         -0.066          0.010          0.068
 54467.621990740743058         -0.023         -0.127         -0.008          0.129
 54467.622106481481751         -0.033         -0.199         -0.039          0.205
 54467.622222222220444         -0.043         -0.262         -0.060          0.273
 54467.622337962959136         -0.053         -0.324         -0.101          0.343
 54467.622453703705105         -0.067         -0.371         -0.121          0.396
 54467.622569444443798         -0.077         -0.430         -0.151          0.462
 54467.622685185182490         -0.083         -0.484         -0.187          0.525
 54467.622800925928459         -0.099         -0.515         -0.216          0.567
 54467.622916666667152         -0.109         -0.550         -0.249          0.613
 54467.623032407405844         -0.114         -0.579         -0.282          0.654
 54467.623148148144537         -0.127         -0.595         -0.302          0.679
 54467.623263888890506         -0.135         -0.604         -0.341          0.707
 54467.623379629629198         -0.138         -0.611         -0.379          0.732
 54467.623495370367891         -0.142         -0.609         -0.393          0.739
 54467.623611111113860         -0.150         -0.592         -0.396          0.728
 54467.623726851852552         -0.151         -0.584         -0.441          0.747
 54467.623842592591245         -0.158         -0.550         -0.433          0.718
 54467.623958333329938         -0.151         -0.521         -0.392          0.669
 54467.624074074075907         -0.149         -0.479         -0.368          0.622
 54467.624189814814599         -0.142         -0.444         -0.340          0.577
 54467.624305555553292         -0.133         -0.405         -0.336          0.543
 54467.624421296299261         -0.125         -0.360         -0.325          0.501
 54467.624537037037953         -0.112         -0.312         -0.287          0.439
 54467.624652777776646         -0.098         -0.259         -0.240          0.366
 54467.624768518515339         -0.082         -0.202         -0.184          0.285
 54467.624884259261307         -0.067         -0.146         -0.148          0.218
 54467.625000000000000         -0.046         -0.103         -0.095          0.148
 54467.625115740738693         -0.029         -0.056         -0.046          0.078
 54467.625231481484661          0.000          0.000          0.000          0.000
 54467.625347222223354          0.006          0.039         -0.007          0.040
 54467.625462962962047          0.017          0.080         -0.010          0.083
 54467.625578703700739          0.029          0.109         -0.020          0.114
 54467.625694444446708          0.042          0.149         -0.014          0.155
 54467.625810185185401          0.058          0.183          0.012          0.192
 54467.625925925924093          0.076          0.208          0.007          0.221
 54467.626041666670062          0.088          0.239          0.011          0.255
 54467.626157407408755          0.103          0.256          0.017          0.277
 54467.626273148147448          0.116          0.271          0.026          0.296
 54467.626388888886140          0.130          0.288          0.025          0.317
